date,maxtempC,mintempC,avgtempC,precip,totalSnow_cm
2016-08-07,19,7,7,2.8,0.0
2016-08-08,19,8,8,1.2,0.0
2016-08-09,18,8,8,0.5,0.0
2016-08-10,22,8,8,0.0,0.0
2016-08-11,26,10,10,0.0,0.0
2016-08-12,29,13,13,0.0,0.0
2016-08-13,29,13,13,0.0,0.0
2016-08-14,25,11,11,0.0,0.0
2016-08-15,26,12,12,0.0,0.0
2016-08-16,25,9,9,0.0,0.0
2016-08-17,25,10,10,0.0,0.0
2016-08-18,32,15,15,0.0,0.0
2016-08-19,33,16,16,0.0,0.0
2016-08-20,29,12,12,0.0,0.0
2016-08-21,21,9,9,0.8,0.0
2016-08-22,18,7,7,1.6,0.0
2016-08-23,25,10,10,0.0,0.0
2016-08-24,30,11,11,0.0,0.0
2016-08-25,29,15,15,0.0,0.0
2016-08-26,29,17,17,0.0,0.0
2016-08-27,21,10,10,0.0,0.0
2016-08-28,21,8,8,0.0,0.0
2016-08-29,25,11,11,0.0,0.0
2016-08-30,22,9,9,0.0,0.0
2016-08-31,17,10,10,6.3,0.0
2016-09-01,17,10,10,19.3,0.0
2016-09-02,16,7,7,8.1,0.0
2016-09-03,17,5,5,1.4,0.0
2016-09-04,19,5,5,0.0,0.0
2016-09-05,17,7,7,0.3,0.0
2016-09-06,19,9,9,1.3,0.0
2016-09-07,16,8,8,5.4,0.0
2016-09-08,17,7,7,5.7,0.0
2016-09-09,20,8,8,0.0,0.0
2016-09-10,20,10,10,0.3,0.0
2016-09-11,20,8,8,0.1,0.0
2016-09-12,23,9,9,0.0,0.0
2016-09-13,24,9,9,0.0,0.0
2016-09-14,22,8,8,0.0,0.0
2016-09-15,22,8,8,0.0,0.0
2016-09-16,22,8,8,4.2,0.0
2016-09-17,13,10,10,49.6,0.0
2016-09-18,15,7,7,9.9,0.0
2016-09-19,15,7,7,21.3,0.0
2016-09-20,18,7,7,0.4,0.0
2016-09-21,19,8,8,0.5,0.0
2016-09-22,18,9,9,0.0,0.0
2016-09-23,12,8,8,11.4,0.0
2016-09-24,17,6,6,0.4,0.0
2016-09-25,19,12,12,0.9,0.0
2016-09-26,23,13,13,0.9,0.0
2016-09-27,18,9,9,0.0,0.0
2016-09-28,20,7,7,0.0,0.0
2016-09-29,17,5,5,0.0,0.0
2016-09-30,17,5,5,0.0,0.0
2016-10-01,15,6,6,7.1,0.0
2016-10-02,17,7,7,0.4,0.0
2016-10-03,16,5,5,1.1,0.0
2016-10-04,14,8,8,13.3,0.0
2016-10-05,17,5,5,0.6,0.0
2016-10-06,13,6,6,23.9,0.0
2016-10-07,13,8,8,23.6,0.0
2016-10-08,10,8,8,67.9,0.0
2016-10-09,15,5,5,0.2,0.0
2016-10-10,14,4,4,0.0,0.0
2016-10-11,15,4,4,0.0,0.0
2016-10-12,16,5,5,0.0,0.0
2016-10-13,11,8,8,59.0,0.0
2016-10-14,12,9,9,52.6,0.0
2016-10-15,11,8,8,25.2,0.0
2016-10-16,11,8,8,27.2,0.0
2016-10-17,11,6,6,26.3,0.0
2016-10-18,11,6,6,9.2,0.0
2016-10-19,12,6,6,4.7,0.0
2016-10-20,13,6,6,27.8,0.0
2016-10-21,12,7,7,15.5,0.0
2016-10-22,12,6,6,1.7,0.0
2016-10-23,15,9,9,5.0,0.0
2016-10-24,15,9,9,12.2,0.0
2016-10-25,14,8,8,4.3,0.0
2016-10-26,11,8,8,26.5,0.0
2016-10-27,12,6,6,11.4,0.0
2016-10-28,14,8,8,1.1,0.0
2016-10-29,10,6,6,19.7,0.0
2016-10-30,13,6,6,6.1,0.0
2016-10-31,10,7,7,29.7,0.0
2016-11-01,11,6,6,10.0,0.0
2016-11-02,9,8,8,48.8,0.0
2016-11-03,16,8,8,9.2,0.0
2016-11-04,16,7,7,5.4,0.0
2016-11-05,12,9,9,88.6,0.0
2016-11-06,13,8,8,12.8,0.0
2016-11-07,13,9,9,7.2,0.0
2016-11-08,19,11,11,0.9,0.0
2016-11-09,14,10,10,50.2,0.0
2016-11-10,17,9,9,0.0,0.0
2016-11-11,14,11,11,2.0,0.0
2016-11-12,13,6,6,31.6,0.0
2016-11-13,9,7,7,30.8,0.0
2016-11-14,11,5,5,10.5,0.0
2016-11-15,9,5,5,29.2,0.0
2016-11-16,7,4,4,3.1,0.0
2016-11-17,8,3,3,2.6,0.0
2016-11-18,8,2,2,1.6,0.0
2016-11-19,8,5,5,7.3,0.0
2016-11-20,10,5,5,33.3,0.0
2016-11-21,9,3,3,4.9,0.0
2016-11-22,6,4,4,37.5,0.0
2016-11-23,7,4,4,15.6,0.0
2016-11-24,7,4,4,36.4,0.0
2016-11-25,8,4,4,20.6,0.0
2016-11-26,7,5,5,82.6,0.0
2016-11-27,5,3,3,20.6,0.0
2016-11-28,7,1,1,1.5,0.0
2016-11-29,6,1,1,0.0,0.0
2016-11-30,6,3,3,25.0,0.0
2016-12-01,6,3,3,0.7,0.0
2016-12-02,6,4,4,13.4,0.0
2016-12-03,7,3,3,28.9,0.0
2016-12-04,4,-1,-1,4.9,0.1
2016-12-05,2,-2,-2,5.0,4.3
2016-12-06,-1,-7,-7,0.0,0.0
2016-12-07,-3,-7,-7,0.0,0.0
2016-12-08,-3,-6,-6,0.0,0.0
2016-12-09,0,-3,-3,6.6,2.6
2016-12-10,1,-1,-1,12.6,2.0
2016-12-11,4,-3,-3,29.5,3.4
2016-12-12,-4,-5,-5,7.3,6.2
2016-12-13,-2,-8,-8,0.0,0.0
2016-12-14,-1,-6,-6,0.0,0.0
2016-12-15,-2,-10,-10,0.0,0.0
2016-12-16,-5,-10,-10,0.0,0.0
2016-12-17,-2,-9,-9,0.0,0.0
2016-12-18,1,-5,-5,5.5,0.8
2016-12-19,3,1,1,25.3,0.0
2016-12-20,4,2,2,21.7,0.0
2016-12-21,5,0,0,0.4,0.0
2016-12-22,4,1,1,3.8,0.0
2016-12-23,2,-1,-1,11.8,5.5
2016-12-24,1,-5,-5,0.6,0.5
2016-12-25,1,-5,-5,0.0,0.0
2016-12-26,2,-2,-2,28.7,0.2
2016-12-27,3,0,0,27.2,0.0
2016-12-28,3,0,0,8.5,0.0
2016-12-29,4,1,1,36.6,0.0
2016-12-30,4,-3,-3,0.2,0.0
2016-12-31,2,-1,-1,8.3,7.1
2017-01-01,-2,-8,-8,2.8,2.4
2017-01-02,-6,-10,-10,0.0,0.0
2017-01-03,-5,-10,-10,0.0,0.0
2017-01-04,-1,-9,-9,0.0,0.0
2017-01-05,1,-6,-6,0.0,0.0
2017-01-06,2,-3,-3,0.6,0.5
2017-01-07,0,-4,-4,0.0,0.0
2017-01-08,2,-2,-2,20.6,0.0
2017-01-09,4,-2,-2,10.4,0.1
2017-01-10,-4,-8,-8,0.0,0.0
2017-01-11,-3,-9,-9,0.0,0.0
2017-01-12,2,-6,-6,0.0,0.0
2017-01-13,2,-4,-4,0.0,0.0
2017-01-14,5,-2,-2,0.0,0.0
2017-01-15,6,-2,-2,0.0,0.0
2017-01-16,2,-1,-1,10.2,0.0
2017-01-17,5,3,3,62.9,0.0
2017-01-18,9,5,5,43.9,0.0
2017-01-19,7,3,3,60.5,0.0
2017-01-20,7,1,1,7.5,0.0
2017-01-21,8,3,3,2.3,0.0
2017-01-22,5,1,1,3.9,0.0
2017-01-23,7,-2,-2,0.0,0.0
2017-01-24,6,-3,-3,0.0,0.0
2017-01-25,6,-3,-3,0.0,0.0
2017-01-26,7,-2,-2,0.0,0.0
2017-01-27,9,0,0,0.0,0.0
2017-01-28,9,1,1,0.0,0.0
2017-01-29,6,3,3,13.0,0.0
2017-01-30,6,-1,-1,0.2,0.0
2017-01-31,3,-3,-3,0.0,0.0
2017-02-01,1,-4,-4,0.0,0.0
2017-02-02,3,-4,-4,0.0,0.0
2017-02-03,0,-2,-2,28.4,11.0
2017-02-04,-1,-2,-2,28.3,7.4
2017-02-05,0,-5,-5,11.2,7.1
2017-02-06,-1,-5,-5,7.8,6.6
2017-02-07,-1,-9,-9,1.3,1.1
2017-02-08,-1,-7,-7,10.8,0.2
2017-02-09,4,1,1,81.2,0.0
2017-02-10,4,-1,-1,13.3,0.0
2017-02-11,4,-1,-1,0.7,0.0
2017-02-12,5,-1,-1,0.0,0.0
2017-02-13,8,-1,-1,0.0,0.0
2017-02-14,8,1,1,6.9,0.0
2017-02-15,8,6,6,79.6,0.0
2017-02-16,8,2,2,22.6,0.0
2017-02-17,9,2,2,0.7,0.0
2017-02-18,7,1,1,6.9,0.0
2017-02-19,7,2,2,13.9,0.0
2017-02-20,7,1,1,8.5,0.0
2017-02-21,6,-1,-1,1.0,0.0
2017-02-22,5,-2,-2,2.3,0.3
2017-02-23,5,-4,-4,0.4,0.3
2017-02-24,5,-3,-3,0.2,0.2
2017-02-25,4,-3,-3,8.7,7.4
2017-02-26,3,-4,-4,9.7,8.2
2017-02-27,1,-6,-6,4.5,3.8
2017-02-28,3,-5,-5,5.3,0.3
2017-03-01,6,3,3,21.3,0.0
2017-03-02,6,3,3,25.7,0.0
2017-03-03,7,2,2,46.2,0.0
2017-03-04,4,-2,-2,6.5,5.5
2017-03-05,4,-2,-2,15.7,13.3
2017-03-06,2,-3,-3,15.1,12.8
2017-03-07,2,-2,-2,22.3,6.0
2017-03-08,4,-1,-1,15.3,7.6
2017-03-09,4,0,0,14.5,0.0
2017-03-10,7,0,0,21.2,0.0
2017-03-11,5,3,3,32.7,0.0
2017-03-12,7,3,3,11.9,0.0
2017-03-13,8,4,4,41.7,0.0
2017-03-14,9,5,5,31.3,0.0
2017-03-15,9,5,5,22.1,0.0
2017-03-16,7,1,1,11.4,0.0
2017-03-17,6,0,0,16.3,0.0
2017-03-18,6,-1,-1,45.8,0.0
2017-03-19,7,-1,-1,5.5,0.0
2017-03-20,10,-1,-1,1.2,0.0
2017-03-21,12,5,5,9.5,0.0
2017-03-22,10,3,3,23.1,0.0
2017-03-23,11,4,4,5.5,0.0
2017-03-24,10,4,4,27.0,0.0
2017-03-25,7,1,1,13.1,0.0
2017-03-26,6,1,1,16.5,0.0
2017-03-27,8,4,4,27.0,0.0
2017-03-28,7,4,4,48.1,0.0
2017-03-29,8,4,4,36.6,0.0
2017-03-30,10,3,3,3.2,0.0
2017-03-31,12,3,3,0.1,0.0
2017-04-01,10,5,5,19.1,0.0
2017-04-02,9,1,1,3.1,0.0
2017-04-03,11,1,1,0.0,0.0
2017-04-04,14,3,3,7.4,0.0
2017-04-05,9,7,7,50.0,0.0
2017-04-06,10,4,4,12.6,0.0
2017-04-07,13,5,5,25.2,0.0
2017-04-08,6,2,2,23.6,0.0
2017-04-09,11,3,3,1.8,0.0
2017-04-10,9,4,4,25.3,0.0
2017-04-11,13,2,2,2.0,0.0
2017-04-12,11,4,4,10.9,0.0
2017-04-13,11,5,5,31.4,0.0
2017-04-14,9,3,3,17.8,0.0
2017-04-15,10,3,3,3.2,0.0
2017-04-16,15,2,2,0.0,0.0
2017-04-17,12,5,5,11.6,0.0
2017-04-18,11,5,5,20.1,0.0
2017-04-19,10,4,4,9.2,0.0
2017-04-20,12,4,4,17.6,0.0
2017-04-21,19,4,4,0.0,0.0
2017-04-22,16,6,6,25.4,0.0
2017-04-23,13,6,6,15.1,0.0
2017-04-24,13,6,6,7.6,0.0
2017-04-25,12,4,4,2.6,0.0
2017-04-26,10,3,3,14.8,0.0
2017-04-27,10,1,1,5.1,0.0
2017-04-28,13,3,3,0.3,0.0
2017-04-29,12,4,4,13.5,0.0
2017-04-30,12,5,5,6.0,0.0
2017-05-01,10,2,2,4.9,0.0
2017-05-02,17,2,2,0.3,0.0
2017-05-03,12,9,9,38.5,0.0
2017-05-04,26,10,10,16.4,0.0
2017-05-05,15,6,6,33.3,0.0
2017-05-06,12,2,2,1.8,0.0
2017-05-07,14,2,2,0.0,0.0
2017-05-08,15,2,2,0.2,0.0
2017-05-09,17,4,4,0.0,0.0
2017-05-10,20,7,7,3.9,0.0
2017-05-11,15,7,7,33.5,0.0
2017-05-12,12,1,1,6.7,0.0
2017-05-13,12,3,3,3.1,0.0
2017-05-14,13,3,3,2.9,0.0
2017-05-15,9,4,4,21.1,0.0
2017-05-16,11,2,2,20.0,0.0
2017-05-17,14,2,2,0.2,0.0
2017-05-18,17,3,3,0.2,0.0
2017-05-19,19,3,3,0.0,0.0
2017-05-20,21,6,6,0.3,0.0
2017-05-21,23,7,7,0.0,0.0
2017-05-22,25,9,9,0.0,0.0
2017-05-23,23,8,8,0.0,0.0
2017-05-24,14,3,3,0.8,0.0
2017-05-25,19,3,3,0.3,0.0
2017-05-26,22,7,7,0.0,0.0
2017-05-27,26,10,10,0.0,0.0
2017-05-28,28,11,11,0.0,0.0
2017-05-29,26,12,12,0.0,0.0
2017-05-30,19,9,9,7.1,0.0
2017-05-31,19,7,7,2.5,0.0
2017-06-01,15,10,10,24.4,0.0
2017-06-02,18,8,8,5.6,0.0
2017-06-03,17,8,8,0.5,0.0
2017-06-04,18,6,6,0.0,0.0
2017-06-05,20,6,6,0.0,0.0
2017-06-06,26,8,8,0.0,0.0
2017-06-07,27,11,11,0.4,0.0
2017-06-08,15,8,8,41.6,0.0
2017-06-09,18,4,4,1.5,0.0
2017-06-10,15,5,5,1.7,0.0
2017-06-11,18,4,4,0.1,0.0
2017-06-12,15,6,6,0.5,0.0
2017-06-13,13,6,6,0.4,0.0
2017-06-14,16,5,5,0.4,0.0
2017-06-15,14,8,8,24.2,0.0
2017-06-16,16,8,8,7.3,0.0
2017-06-17,18,7,7,0.0,0.0
2017-06-18,14,9,9,1.8,0.0
2017-06-19,23,10,10,0.2,0.0
2017-06-20,20,9,9,1.0,0.0
2017-06-21,19,6,6,0.1,0.0
2017-06-22,23,6,6,0.0,0.0
2017-06-23,26,7,7,0.0,0.0
2017-06-24,31,12,12,0.0,0.0
2017-06-25,32,16,16,0.0,0.0
2017-06-26,24,11,11,0.1,0.0
2017-06-27,21,10,10,0.0,0.0
2017-06-28,21,8,8,0.1,0.0
2017-06-29,23,9,9,0.0,0.0
2017-06-30,25,9,9,0.0,0.0
2017-07-01,23,12,12,0.0,0.0
2017-07-02,23,10,10,0.0,0.0
2017-07-03,21,8,8,0.0,0.0
2017-07-04,24,6,6,0.0,0.0
2017-07-05,28,8,8,0.0,0.0
2017-07-06,29,12,12,0.0,0.0
2017-07-07,23,10,10,0.0,0.0
2017-07-08,25,10,10,0.0,0.0
2017-07-09,22,10,10,0.0,0.0
2017-07-10,20,10,10,0.1,0.0
2017-07-11,22,8,8,0.0,0.0
2017-07-12,22,9,9,0.0,0.0
2017-07-13,21,9,9,0.2,0.0
2017-07-14,25,9,9,0.0,0.0
2017-07-15,22,12,12,0.0,0.0
2017-07-16,20,7,7,1.3,0.0
2017-07-17,23,8,8,0.0,0.0
2017-07-18,25,8,8,0.0,0.0
2017-07-19,23,11,11,0.0,0.0
2017-07-20,20,12,12,8.2,0.0
2017-07-21,22,11,11,0.2,0.0
2017-07-22,18,14,14,7.1,0.0
2017-07-23,23,13,13,0.0,0.0
2017-07-24,26,13,13,0.0,0.0
2017-07-25,29,16,16,0.0,0.0
2017-07-26,26,16,16,0.0,0.0
2017-07-27,23,14,14,0.0,0.0
2017-07-28,25,12,12,0.0,0.0
2017-07-29,25,15,15,0.0,0.0
2017-07-30,26,15,15,0.0,0.0
2017-07-31,28,16,16,0.0,0.0
2017-08-01,31,18,18,0.0,0.0
2017-08-02,35,19,19,0.0,0.0
2017-08-03,33,21,21,0.0,0.0
2017-08-04,32,20,20,0.0,0.0
2017-08-05,29,19,19,0.0,0.0
2017-08-06,31,17,17,0.0,0.0
2017-08-07,31,17,17,0.0,0.0
2017-08-08,31,16,16,0.0,0.0
2017-08-09,30,18,18,0.0,0.0
2017-08-10,31,18,18,0.0,0.0
2017-08-11,30,16,16,0.0,0.0
2017-08-12,24,15,15,1.8,0.0
2017-08-13,20,12,12,4.3,0.0
2017-08-14,22,10,10,0.0,0.0
2017-08-15,23,12,12,0.0,0.0
2017-08-16,22,13,13,0.0,0.0
2017-08-17,24,14,14,0.0,0.0
2017-08-18,20,13,13,1.2,0.0
2017-08-19,22,11,11,0.0,0.0
2017-08-20,23,12,12,0.0,0.0
2017-08-21,27,14,14,0.0,0.0
2017-08-22,28,17,17,0.0,0.0
2017-08-23,24,15,15,0.0,0.0
2017-08-24,20,12,12,0.5,0.0
2017-08-25,22,11,11,0.0,0.0
2017-08-26,27,12,12,0.0,0.0
2017-08-27,30,16,16,0.0,0.0
2017-08-28,33,20,20,0.0,0.0
2017-08-29,31,18,18,0.0,0.0
2017-08-30,23,14,14,0.2,0.0
2017-08-31,23,14,14,0.0,0.0
2017-09-01,26,13,13,0.0,0.0
2017-09-02,30,17,17,0.0,0.0
2017-09-03,31,20,20,0.0,0.0
2017-09-04,34,19,19,0.0,0.0
2017-09-05,34,21,21,0.4,0.0
2017-09-06,31,17,17,0.8,0.0
2017-09-07,27,16,16,0.2,0.0
2017-09-08,23,15,15,1.1,0.0
2017-09-09,14,12,12,10.3,0.0
2017-09-10,21,11,11,0.1,0.0
2017-09-11,26,13,13,0.0,0.0
2017-09-12,22,13,13,0.0,0.0
2017-09-13,22,11,11,0.1,0.0
2017-09-14,24,11,11,0.0,0.0
2017-09-15,25,11,11,0.0,0.0
2017-09-16,23,12,12,0.0,0.0
2017-09-17,20,9,9,12.4,0.0
2017-09-18,14,7,7,5.2,0.0
2017-09-19,13,7,7,15.7,0.0
2017-09-20,15,6,6,0.4,0.0
2017-09-21,18,7,7,0.1,0.0
2017-09-22,20,8,8,0.0,0.0
2017-09-23,20,9,9,0.0,0.0
2017-09-24,20,10,10,0.0,0.0
2017-09-25,19,12,12,1.4,0.0
2017-09-26,23,12,12,0.0,0.0
2017-09-27,28,15,15,0.0,0.0
2017-09-28,31,16,16,0.0,0.0
2017-09-29,16,9,9,27.0,0.0
2017-09-30,13,7,7,9.1,0.0
2017-10-01,15,7,7,0.5,0.0
2017-10-02,17,6,6,0.0,0.0
2017-10-03,21,8,8,0.0,0.0
2017-10-04,21,8,8,0.0,0.0
2017-10-05,20,10,10,0.0,0.0
2017-10-06,15,10,10,14.1,0.0
2017-10-07,13,6,6,6.7,0.0
2017-10-08,16,6,6,0.0,0.0
2017-10-09,16,6,6,0.0,0.0
2017-10-10,12,5,5,6.5,0.0
2017-10-11,10,4,4,6.4,0.0
2017-10-12,11,5,5,1.4,0.0
2017-10-13,12,3,3,1.1,0.0
2017-10-14,11,4,4,0.0,0.0
2017-10-15,17,7,7,0.0,0.0
2017-10-16,12,9,9,17.3,0.0
2017-10-17,13,6,6,64.1,0.0
2017-10-18,11,7,7,82.6,0.0
2017-10-19,12,8,8,48.2,0.0
2017-10-20,10,4,4,13.1,0.0
2017-10-21,8,4,4,43.5,0.0
2017-10-22,12,7,7,36.6,0.0
2017-10-23,14,8,8,0.5,0.0
2017-10-24,20,10,10,0.0,0.0
2017-10-25,12,9,9,4.4,0.0
2017-10-26,18,6,6,0.0,0.0
2017-10-27,22,10,10,0.0,0.0
2017-10-28,21,13,13,0.0,0.0
2017-10-29,18,9,9,0.0,0.0
2017-10-30,18,6,6,0.0,0.0
2017-10-31,14,7,7,0.0,0.0
2017-11-01,12,7,7,2.6,0.0
2017-11-02,8,0,0,37.0,3.7
2017-11-03,2,-4,-4,1.3,1.1
2017-11-04,4,-3,-3,0.4,0.3
2017-11-05,3,-3,-3,0.0,0.0
2017-11-06,8,-2,-2,0.0,0.0
2017-11-07,9,0,0,0.0,0.0
2017-11-08,12,4,4,0.6,0.0
2017-11-09,9,5,5,7.8,0.0
2017-11-10,12,4,4,0.2,0.0
2017-11-11,8,4,4,9.4,0.0
2017-11-12,9,7,7,49.5,0.0
2017-11-13,9,6,6,28.8,0.0
2017-11-14,8,6,6,25.0,0.0
2017-11-15,8,4,4,36.2,0.0
2017-11-16,8,4,4,5.4,0.0
2017-11-17,7,4,4,10.1,0.0
2017-11-18,10,5,5,1.7,0.0
2017-11-19,7,5,5,57.2,0.0
2017-11-20,9,3,3,8.1,0.0
2017-11-21,10,4,4,56.0,0.0
2017-11-22,17,11,11,52.8,0.0
2017-11-23,11,8,8,54.1,0.0
2017-11-24,8,7,7,12.4,0.0
2017-11-25,10,7,7,12.7,0.0
2017-11-26,12,4,4,57.7,0.0
2017-11-27,7,4,4,8.7,0.0
2017-11-28,6,4,4,29.3,0.0
2017-11-29,8,5,5,3.1,0.0
2017-11-30,7,5,5,16.4,0.0
2017-12-01,6,4,4,39.8,0.0
2017-12-02,5,3,3,14.9,0.0
2017-12-03,5,1,1,0.1,0.0
2017-12-04,5,0,0,0.0,0.0
2017-12-05,8,1,1,0.0,0.0
2017-12-06,13,4,4,0.0,0.0
2017-12-07,14,5,5,0.0,0.0
2017-12-08,11,4,4,0.0,0.0
2017-12-09,12,4,4,0.0,0.0
2017-12-10,13,6,6,0.0,0.0
2017-12-11,14,5,5,0.0,0.0
2017-12-12,10,5,5,0.0,0.0
2017-12-13,11,5,5,0.0,0.0
2017-12-14,11,6,6,0.0,0.0
2017-12-15,6,4,4,12.6,0.0
2017-12-16,6,2,2,1.4,0.0
2017-12-17,7,5,5,49.7,0.0
2017-12-18,7,4,4,17.7,0.0
2017-12-19,3,0,0,53.1,20.7
2017-12-20,4,-3,-3,0.1,0.0
2017-12-21,3,-3,-3,0.1,0.1
2017-12-22,2,-6,-6,0.3,0.3
2017-12-23,0,-7,-7,0.0,0.0
2017-12-24,2,-5,-5,0.0,0.0
2017-12-25,2,-4,-4,0.1,0.1
2017-12-26,3,-5,-5,0.0,0.0
2017-12-27,3,-1,-1,6.3,1.8
2017-12-28,5,2,2,65.7,0.0
2017-12-29,3,1,1,42.1,0.0
2017-12-30,3,-1,-1,16.6,0.0
2017-12-31,5,-3,-3,0.0,0.0
2018-01-01,6,-1,-1,0.0,0.0
2018-01-02,7,2,2,0.0,0.0
2018-01-03,10,2,2,0.0,0.0
2018-01-04,10,3,3,1.1,0.0
2018-01-05,8,6,6,27.5,0.0
2018-01-06,7,3,3,9.7,0.0
2018-01-07,5,5,5,20.4,0.0
2018-01-08,8,5,5,17.5,0.0
2018-01-09,7,3,3,15.5,0.0
2018-01-10,6,2,2,1.6,0.0
2018-01-11,2,1,1,27.9,0.0
2018-01-12,6,2,2,25.2,0.0
2018-01-13,11,6,6,12.0,0.0
2018-01-14,12,6,6,0.0,0.0
2018-01-15,12,6,6,0.0,0.0
2018-01-16,9,4,4,22.2,0.0
2018-01-17,10,5,5,20.3,0.0
2018-01-18,9,4,4,26.6,0.0
2018-01-19,7,3,3,7.3,0.0
2018-01-20,6,4,4,15.7,0.0
2018-01-21,7,4,4,38.3,0.0
2018-01-22,6,2,2,11.2,0.0
2018-01-23,5,2,2,28.0,0.0
2018-01-24,8,4,4,22.0,0.0
2018-01-25,4,1,1,16.4,0.0
2018-01-26,5,1,1,10.9,0.0
2018-01-27,5,1,1,27.3,0.0
2018-01-28,7,3,3,39.6,0.0
2018-01-29,8,5,5,78.2,0.0
2018-01-30,6,3,3,30.0,0.0
2018-01-31,5,3,3,23.5,0.0
2018-02-01,7,3,3,15.8,0.0
2018-02-02,9,5,5,20.1,0.0
2018-02-03,10,7,7,27.5,0.0
2018-02-04,10,7,7,41.6,0.0
2018-02-05,8,6,6,6.3,0.0
2018-02-06,8,5,5,4.5,0.0
2018-02-07,9,6,6,8.8,0.0
2018-02-08,10,5,5,12.2,0.0
2018-02-09,6,-2,-2,0.2,0.0
2018-02-10,8,-3,-3,0.0,0.0
2018-02-11,8,-2,-2,0.0,0.0
2018-02-12,8,-3,-3,0.0,0.0
2018-02-13,7,-1,-1,0.4,0.0
2018-02-14,5,0,0,6.1,1.7
2018-02-15,6,-1,-1,0.8,0.0
2018-02-16,6,3,3,13.4,0.0
2018-02-17,6,3,3,33.8,0.0
2018-02-18,-1,-6,-6,3.8,3.2
2018-02-19,2,-7,-7,0.0,0.0
2018-02-20,3,-7,-7,0.0,0.0
2018-02-21,1,-8,-8,0.7,0.6
2018-02-22,4,-7,-7,0.0,0.0
2018-02-23,0,-5,-5,9.8,8.3
2018-02-24,3,-2,-2,14.6,11.5
2018-02-25,4,-3,-3,19.1,2.3
2018-02-26,5,-2,-2,0.6,0.3
2018-02-27,6,1,1,11.3,0.0
2018-02-28,7,2,2,13.1,0.0
2018-03-01,9,1,1,9.8,0.0
2018-03-02,6,0,0,4.4,0.0
2018-03-03,8,-1,-1,0.6,0.0
2018-03-04,8,0,0,4.4,0.0
2018-03-05,6,1,1,2.9,0.0
2018-03-06,10,0,0,0.2,0.0
2018-03-07,11,0,0,0.2,0.0
2018-03-08,7,4,4,37.2,0.0
2018-03-09,9,2,2,3.6,0.0
2018-03-10,13,1,1,0.0,0.0
2018-03-11,16,3,3,0.0,0.0
2018-03-12,18,6,6,0.0,0.0
2018-03-13,16,7,7,12.1,0.0
2018-03-14,7,4,4,11.8,0.0
2018-03-15,13,1,1,0.0,0.0
2018-03-16,15,3,3,1.3,0.0
2018-03-17,12,3,3,1.2,0.0
2018-03-18,11,4,4,1.0,0.0
2018-03-19,10,3,3,0.6,0.0
2018-03-20,11,3,3,0.4,0.0
2018-03-21,16,3,3,1.2,0.0
2018-03-22,7,3,3,41.3,0.0
2018-03-23,5,0,0,6.9,0.0
2018-03-24,7,0,0,6.0,2.0
2018-03-25,8,0,0,2.4,0.0
2018-03-26,6,3,3,30.6,0.0
2018-03-27,10,6,6,23.6,0.0
2018-03-28,9,4,4,0.2,0.0
2018-03-29,8,3,3,1.5,0.0
2018-03-30,10,4,4,3.1,0.0
2018-03-31,14,2,2,0.2,0.0
2018-04-01,7,0,0,1.9,0.0
2018-04-02,7,-1,-1,0.3,0.0
2018-04-03,7,2,2,3.7,0.0
2018-04-04,10,1,1,2.4,0.0
2018-04-05,8,5,5,11.4,0.0
2018-04-06,14,7,7,1.1,0.0
2018-04-07,12,7,7,9.6,0.0
2018-04-08,11,6,6,2.3,0.0
2018-04-09,15,6,6,0.9,0.0
2018-04-10,12,6,6,25.2,0.0
2018-04-11,13,5,5,8.9,0.0
2018-04-12,8,3,3,4.3,0.0
2018-04-13,10,4,4,27.0,0.0
2018-04-14,11,5,5,24.0,0.0
2018-04-15,13,6,6,6.3,0.0
2018-04-16,7,5,5,28.9,0.0
2018-04-17,8,4,4,16.0,0.0
2018-04-18,15,3,3,0.1,0.0
2018-04-19,15,4,4,0.0,0.0
2018-04-20,15,5,5,6.1,0.0
2018-04-21,11,4,4,10.1,0.0
2018-04-22,15,3,3,0.0,0.0
2018-04-23,21,6,6,0.0,0.0
2018-04-24,22,8,8,0.0,0.0
2018-04-25,25,10,10,0.0,0.0
2018-04-26,26,12,12,0.0,0.0
2018-04-27,20,11,11,0.2,0.0
2018-04-28,10,6,6,7.2,0.0
2018-04-29,12,7,7,3.2,0.0
2018-04-30,13,6,6,0.5,0.0
2018-05-01,17,7,7,0.2,0.0
2018-05-02,18,7,7,0.0,0.0
2018-05-03,22,8,8,0.0,0.0
2018-05-04,17,8,8,0.0,0.0
2018-05-05,22,8,8,0.1,0.0
2018-05-06,24,12,12,0.3,0.0
2018-05-07,20,11,11,0.0,0.0
2018-05-08,26,11,11,3.5,0.0
2018-05-09,15,10,10,15.0,0.0
2018-05-10,15,8,8,3.8,0.0
2018-05-11,19,7,7,0.0,0.0
2018-05-12,24,10,10,0.0,0.0
2018-05-13,28,14,14,0.0,0.0
2018-05-14,28,16,16,0.0,0.0
2018-05-15,23,13,13,0.0,0.0
2018-05-16,21,12,12,0.1,0.0
2018-05-17,19,10,10,0.0,0.0
2018-05-18,19,10,10,0.3,0.0
2018-05-19,21,10,10,1.8,0.0
2018-05-20,18,10,10,0.6,0.0
2018-05-21,20,8,8,0.0,0.0
2018-05-22,25,10,10,0.0,0.0
